,name,Link,Plot
85,A Case of You (2013),https://subslikescript.com/movie/A_Case_of_You-1817081,"Stuck with writer's block, Sam (Justin Long) concocts a fake identity to snag local street artist Birdie (Evan Rachel Wood). After his roommate suggests checking her Facebook profile, Sam begins to shape himself into the ideal man for her. After pretending to accidentally meet at a comedy club and they become ballroom dance partners. Sam begins to write a novel based on their relationship. Can he keep up the charade as it gets more and more difficult?"
86,A Castle for Christmas (2021),https://subslikescript.com/movie/A_Castle_for_Christmas-13070602,"The story follows a famed American author, Sophie, who travels to Scotland and finds herself wanting to buy a castle, but the prickly owner, a Scottish Duke named Myles, is reluctant to sell to a foreigner. Working to find a compromise, the pair constantly butt heads, but along the way they just may find more than they bargained for."
87,A Castle in Italy (2013),https://subslikescript.com/movie/A_Castle_in_Italy-2234543,A family is forced to sell their Italian home.
88,A Cat and Mouse Game (2019),https://subslikescript.com/movie/A_Cat_and_Mouse_Game-11771528,"In the countryside, a family home is the theatre of a veritable hunting scene between the residents' cat and the previous occupants' mouse. But the game is far from over, and where the predator uses a wide variety of schemes to re..."
89,A Cat in Paris (2010),https://subslikescript.com/movie/A_Cat_in_Paris-1673702,"Dino is a cat that leads a double life. By day, he lives with Zoe, a little girl whose mother, Jeanne, is a police officer. By night, he works with Nico, a burglar with a big heart. Zoe has plunged herself into silence following her father's murder at the hands of gangster Costa. One day, Dino the cat brings Zoe a very valuable bracelet. Lucas, Jeanne's second-in-command, notices this bracelet is part of a jewelery collection that has been stolen. One night, Zoe decides to follow Dino. On the way, she overhears some gangsters and discovers that her nanny is part of the gangsters' team."
90,A Cat in the Brain (1990),https://subslikescript.com/movie/A_Cat_in_the_Brain-99637,Dr. Lucio Fulci is a director of splatter films. He stages a gestapo-orgy like it was any other movie scene. But he is influenced by these things more than he likes. He is hunted by bloody visions day by day. Is Fulci still normal? He asks a psychiatrist. He doesn't know that the psychiatrist has much bigger problems than Fulci himself. The psychiatrist then uses Fulci's visions for brutal murders in real life as an attempt to frame him.
91,A Cat with a Dog (2018),https://subslikescript.com/movie/A_Cat_with_a_Dog-8308174,
92,A cavallo della tigre (1961),https://subslikescript.com/movie/A_cavallo_della_tigre-54586,"Giacinto Rossi è detenuto per simulazione di reato. Un giorno è trasferito in una cella dove altri tre detenuti stanno preparando un tentativo di evasione. Dovendo scontare solo pochi mesi di carcere, non vorrebbe essere coinvolto, ma è costretto dai compagni di cella a seguirli. La fuga riesce e, dopo rocambolesche vicende, Giacinto si rifugia con uno degli evasori su di una nave in demolizione. Vorrebbero emigrare clandestinamente, ma sono senza quattrini. Così Giacinto raggiunge la moglie che convive con un altro uomo, e da questo viene convinto che l'unica cosa da fare è ritornare in prigione. Inoltre, in questo modo, il nuovo convivente della donna intascherebbe la taglia di due milioni che pende sul capo dei due. Alla fine, gli evasi sono arrestati."
93,A Celebration of the Music from Coco (2020),https://subslikescript.com/movie/A_Celebration_of_the_Music_from_Coco-12076020,"A concert style performance at the Hollywood Bowl with some of the cast of Coco and singers and dancers. A vibrant celebration of culture, love, family, and music."
94,A Certain Magical Index: The Movie - The Miracle of Endymion (2013),https://subslikescript.com/movie/A_Certain_Magical_Index_The_Movie_-_The_Miracle_of_Endymion-3163844,"On the day Touma Kamijou and Index see Academy City's space elevator, Endymion in the distance, they meet a Level 0 girl with an amazing singing voice, Arisa Meigo. As the three enjoy their time together after school, magic-user Stiyl Magnus suddenly attacks them. His target: Arisa. Why would a girl from the science side be targeted by someone from the magic side, Touma wonders. In the chaos of Stiyl's attack, he tells Touma, Index and Arisa that she might cause a war between the magic side and the science side."
95,A Chain of Islands (1965),https://subslikescript.com/movie/A_Chain_of_Islands-59508,The appearance of the corpse of a U.S. Army sergeant triggers a series of unexpected events.
96,A Challenge for Robin Hood (1967),https://subslikescript.com/movie/A_Challenge_for_Robin_Hood-62787,"Robin, a young Norman nobleman, is falsely accused by his cousin of murdering another cousin. His accuser is actually in league with the corrupt Sheriff of Nottingham to seize control of the family lands, which Robin would inherit. Forced to flee into nearby Sherwood Forest, Robin begins to gather a band of rebels to fight against his scheming cousin and the evil sheriff."
97,A Chance Encounter (2022),https://subslikescript.com/movie/A_Chance_Encounter-12399724,"In the Sicilian town of Taormina, Italy, an aspiring poet in search of inspiration meets a folk singer trying to write a follow up to her breakout hit."
98,A Chance in the World (2016),https://subslikescript.com/movie/A_Chance_in_the_World-6052748,
99,A Change of Heart (1998),https://subslikescript.com/movie/A_Change_of_Heart-156391,"Joe Marshall is the perfect father and husband and is respected and admired in his community. But Joe is living a lie that he has tried to keep suppressed throughout his marriage. It is only when Elaine catches her husband in bed with his lover that Joe's lie rips through the facade. Joe's lover is a young man. This film is an honest, moving account of a woman struggling to cope with the discovery that her husband and father of her two children, the man that she has worked with side by side, is gay. The movie sees all four members of the family struggle to integrate this new complication into their family life."
100,A Change of Place (1994),https://subslikescript.com/movie/A_Change_of_Place-109396,"Kim Jameson is a student at a prominent university while Kate Jameson also known as Dominique, Kim's twin sister, is a troubled model working for the House of Shambertin in Paris. Kate is a drunkard, in desperate need for rehabilitation. Kim checks her sister in a rehab center, agreeing to fill up Dominique's absence. Many events take place in Paris as Kim finds herself dealing with all of Kate's problems including blackmail. She also falls in love with Philip, one of the workers there, when he finds a remarkable change in Dominique's personality."
101,A Charlie Brown Thanksgiving (1973),https://subslikescript.com/movie/A_Charlie_Brown_Thanksgiving-68359,"Peppermint Patty invites herself and her friends over to Charlie Brown's for Thanksgiving, and with Linus, Snoopy, and Woodstock, he attempts to throw together a Thanksgiving dinner."
102,A Charlie Brown Valentine (2002),https://subslikescript.com/movie/A_Charlie_Brown_Valentine-283987,"Valentine's Day with the Peanuts gang: Charlie Brown tries to muster up the courage to ask the little red-haired girl to the school dance. Lucy demands kisses and chocolates from Schroeder. Snoppy writes bad poetry while Sally wants to make Linus her sweet baboo. Marcie grapples with her crush on Charlie Brown, and Peppermint Patty hopes Charlie Brown will take her as his date to the dance."
103,A che servono questi quattrini? (1942),https://subslikescript.com/movie/A_che_servono_questi_quattrini-34422,"Un anziano marchese, dopo aver dissipato tutto il suo patrimonio, inizia una vita da vagabondo filosofo e raccoglie un gruppetto di discepoli ai quali insegna la sua tesi sulla inutilità del lavoro e del denaro. Per dimostrare la validità delle sue teorie, convince un giovane ad abbandonare il lavoro; poi mette in giro la voce che costui ha ereditato una grossa eredità, riuscendo così a costruire una effettiva ricchezza per il suo discepolo. Il filosofo, sempre più convinto delle proprie idee, rifiuta il benessere che gli vorrebbe essere restituito e torna a chiudersi nella sua squallida soffitta."
